models,params,mean_fit_time,mean_test_score,noise_level,method
no_noise|mymethod|randomforestclassifier,"{'mymethod__granularity': 5, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 3, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.75, 'randomforestclassifier__random_state': 2357136044}",55.323726415634155,0.6299259450298431,0,mymethod
no_noise|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.5, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 7, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.75, 'randomforestclassifier__random_state': 2357136044}",25.652075052261356,0.6286898533637904,0,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 5, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 3, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.75, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",53.86401991844177,0.6280524648146784,5,mymethod
no_noise|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.5, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 6, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.75, 'randomforestclassifier__random_state': 2357136044}",27.26388664245605,0.6268605850711075,0,mymethod
no_noise|mymethod|randomforestclassifier,"{'mymethod__granularity': 1, 'mymethod__method': 'obs_percent', 'mymethod__n_splits': 7, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'randomforestclassifier__random_state': 2357136044}",27.81157636642456,0.6262563554638567,0,mymethod
no_noise|mymethod|randomforestclassifier,"{'mymethod__granularity': 1, 'mymethod__method': 'obs_percent', 'mymethod__n_splits': 3, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'randomforestclassifier__random_state': 2357136044}",35.38142762184143,0.6256576523469162,0,mymethod
no_noise|mymethod|randomforestclassifier,"{'mymethod__granularity': 1, 'mymethod__method': 'obs_percent', 'mymethod__n_splits': 4, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'randomforestclassifier__random_state': 2357136044}",38.45201711654663,0.6250368432687348,0,mymethod
no_noise|mymethod|randomforestclassifier,"{'mymethod__granularity': 5, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 4, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.75, 'randomforestclassifier__random_state': 2357136044}",58.53955349922179,0.6250313167784246,0,mymethod
no_noise|mymethod|randomforestclassifier,"{'mymethod__granularity': 5, 'mymethod__method': 'obs_percent', 'mymethod__n_splits': 6, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'randomforestclassifier__random_state': 2357136044}",50.74838228225708,0.6244326136614841,0,mymethod
no_noise|mymethod|randomforestclassifier,"{'mymethod__granularity': 3, 'mymethod__method': 'obs_percent', 'mymethod__n_splits': 5, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'randomforestclassifier__random_state': 2357136044}",51.454176664352424,0.6244270871711738,0,mymethod
noise10|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.5, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 5, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.75, 'noise10__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",40.27729244232178,0.6238118045833027,10,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 5, 'mymethod__method': 'obs_percent', 'mymethod__n_splits': 7, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",49.07311019897461,0.6237952251123721,5,mymethod
no_noise|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.5, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 5, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.75, 'randomforestclassifier__random_state': 2357136044}",39.66516270637512,0.6237952251123721,0,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 4, 'mymethod__method': 'obs_percent', 'mymethod__n_splits': 5, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",57.777205276489255,0.6232462604082234,5,mymethod
no_noise|mymethod|randomforestclassifier,"{'mymethod__granularity': 1, 'mymethod__method': 'obs_percent', 'mymethod__n_splits': 6, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'randomforestclassifier__random_state': 2357136044}",29.845881605148314,0.6232186279566723,0,mymethod
no_noise|mymethod|randomforestclassifier,"{'mymethod__granularity': 1, 'mymethod__method': 'obs_percent', 'mymethod__n_splits': 5, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'randomforestclassifier__random_state': 2357136044}",41.22824034690857,0.6232186279566723,0,mymethod
noise10|mymethod|randomforestclassifier,"{'mymethod__granularity': 3, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 7, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.75, 'noise10__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",40.151538658142094,0.6231799425245008,10,mymethod
no_noise|mymethod|randomforestclassifier,"{'mymethod__granularity': 5, 'mymethod__method': 'obs_percent', 'mymethod__n_splits': 5, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'randomforestclassifier__random_state': 2357136044}",61.91120114326477,0.6225922923881807,0,mymethod
no_noise|mymethod|randomforestclassifier,"{'mymethod__granularity': 3, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 7, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.75, 'randomforestclassifier__random_state': 2357136044}",38.134464216232296,0.6225867658978703,0,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.1, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 3, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.5, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",30.669459390640263,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 4, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 5, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",57.077083444595345,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.1, 'mymethod__method': 'obs_percent', 'mymethod__n_splits': 7, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",25.299976301193237,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.1, 'mymethod__method': 'obs_percent', 'mymethod__n_splits': 5, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",39.57444152832032,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.1, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 3, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.75, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",30.4500271320343,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.1, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 3, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",29.932218742370605,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.1, 'mymethod__method': 'obs_percent', 'mymethod__n_splits': 6, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",24.037542390823365,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 4, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 6, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",42.26745595932007,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 5, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 4, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",62.47669954299928,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 4, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 7, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",42.92546653747559,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.1, 'mymethod__method': 'obs_percent', 'mymethod__n_splits': 4, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",38.79598340988159,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.1, 'mymethod__method': 'obs_percent', 'mymethod__n_splits': 3, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",29.931165981292725,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 5, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 3, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",53.929436016082754,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.1, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 4, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.75, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",39.58601365089417,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 5, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 5, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",62.88892664909364,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 5, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 6, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",48.11632041931152,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 5, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 7, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",52.61111354827881,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.1, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 4, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.5, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",39.4261815071106,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.5, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 3, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",31.565102291107177,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 3, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 4, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",53.7885537624359,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 4, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 3, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",47.78413000106811,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.5, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 5, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",40.8525306224823,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.5, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 4, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",40.484152555465705,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.5, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 6, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",25.290418291091925,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.5, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 7, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",26.520731449127197,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 3, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 6, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",38.49779133796692,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.5, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 3, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.75, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",31.354469347000126,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 1, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 5, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",43.300516319274905,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 3, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 5, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",53.85868601799011,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 1, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 4, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",42.397949361801146,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 3, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 7, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",39.653612518310545,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 1, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 3, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",33.827705478668214,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 3, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 3, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",44.64307470321656,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.1, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 6, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",24.054508352279658,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.1, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 4, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",39.02834048271179,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.1, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 5, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.75, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",39.78387746810913,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.1, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 5, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",39.34537363052368,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 4, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 4, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",56.51663227081299,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.1, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 6, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.75, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",23.95553512573242,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 1, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 7, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",27.589759063720702,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.1, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 7, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.75, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",25.80484619140625,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.1, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 7, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",24.94661717414856,0.6220101687421707,5,mymethod
noise5|mymethod|randomforestclassifier,"{'mymethod__granularity': 1, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 6, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise5__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",27.570759916305537,0.6220101687421707,5,mymethod
no_noise|mymethod|randomforestclassifier,"{'mymethod__granularity': 4, 'mymethod__method': 'obs_percent', 'mymethod__n_splits': 6, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'randomforestclassifier__random_state': 2357136044}",45.381944942474355,0.6220046422518605,0,mymethod
noise10|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.1, 'mymethod__method': 'obs_percent', 'mymethod__n_splits': 7, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise10__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",26.8470956325531,0.621965956819689,10,mymethod
noise10|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.5, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 5, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise10__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",40.10937938690186,0.621965956819689,10,mymethod
noise10|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.1, 'mymethod__method': 'obs_percent', 'mymethod__n_splits': 5, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise10__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",38.82905826568604,0.621965956819689,10,mymethod
noise10|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.1, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 3, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.5, 'noise10__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",30.069168138504033,0.621965956819689,10,mymethod
noise10|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.1, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 3, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.75, 'noise10__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",30.102526903152466,0.621965956819689,10,mymethod
noise10|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.1, 'mymethod__method': 'obs_percent', 'mymethod__n_splits': 6, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.99, 'noise10__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",23.49456124305725,0.621965956819689,10,mymethod
noise10|mymethod|randomforestclassifier,"{'mymethod__granularity': 0.1, 'mymethod__method': 'mislabel_rate', 'mymethod__n_splits': 4, 'mymethod__random_state': 2357136044, 'mymethod__threshold': 0.75, 'noise10__random_state': 2357136044, 'randomforestclassifier__random_state': 2357136044}",40.98295593261719,0.621965956819689,10,mymethod
